iter	Passed	Remaining
146	35573	206424
147	35860	206439
148	36099	206181
149	36334	205897
150	36597	205771
151	36872	205711
152	37131	205559
153	37393	205423
154	37742	205756
155	38031	205760
156	38239	205324
157	38479	205059
158	38684	204614
159	38888	204166
160	39098	203749
161	39417	203900
162	39644	203571
163	39921	203503
164	40150	203188
165	40369	202819
166	40701	203019
167	41125	203670
168	41308	203121
169	41523	202731
170	41718	202247
171	41940	201898
172	42130	201396
173	42320	200900
174	42487	200300
175	42680	199821
176	42897	199461
177	43109	199076
178	43306	198630
179	43534	198322
180	43759	198005
181	43954	197552
182	44161	197158
183	44356	196712
184	44592	196447
185	44803	196075
186	45003	195658
187	45175	195120
188	45358	194634
189	45566	194258
190	45772	193874
191	45986	193527
192	46175	193077
193	46382	192703
194	46590	192333
195	46812	192027
196	47028	191695
197	47238	191341
198	47455	191013
199	47681	190727
200	47881	190335
201	48121	190104
202	48353	189840
203	48606	189659
204	48828	189357
205	49011	188909
206	49241	188640
207	49457	188320
208	49634	187851
209	49871	187613
210	50091	187310
211	50294	186944
212	50517	186654
213	50811	186625
214	51049	186388
215	51242	185992
216	51481	185760
217	51679	185382
218	51865	184962
219	52072	184620
220	52263	184223
221	52474	183897
222	52709	183656
223	52903	183272
224	53102	182909
225	53279	182469
226	53464	182061
227	53726	181914
228	53948	181634
229	54162	181326
230	54356	180954
231	54590	180714
232	54790	180362
233	55034	180155
234	55230	179792
235	55431	179448
236	55607	179022
237	55819	178717
238	56045	178455
239	56261	178161
240	56482	177886
241	56694	177581
242	56916	177308
243	57138	177035
244	57395	176870
245	57687	176813
246	57932	176611
247	58152	176332
248	58358	176014
249	58554	175662
250	58825	175540
251	59036	175234
252	59221	174854
253	59418	174513
254	59650	174272
255	59938	174195
256	60143	173877
257	60359	173592
258	60592	173354
259	60826	173122
260	61071	172920
261	61329	172753
262	61546	172470
263	61760	172182
264	62058	172123
265	62294	171895
266	62560	171748
267	62836	171627
268	63249	171877
269	63538	171790
270	63798	171619
271	64085	171522
272	64378	171440
273	64770	171617
274	65102	171634
275	65411	171587
276	65687	171450
277	65959	171303
278	66333	171421
279	66580	171207
280	66951	171311
281	67267	171269
282	67557	171162
283	67864	171095
284	68193	171081
285	68507	171029
286	68824	170983
287	69079	170779
288	69376	170680
289	69642	170502
290	69938	170400
291	70266	170371
292	70578	170302
293	70912	170287
294	71398	170631
295	71782	170725
296	72068	170587
297	72531	170863
298	72974	171088
299	73228	170866
300	73469	170615
301	73772	170506
302	74113	170485
303	74393	170321
304	74920	170720
305	75284	170743
306	75549	170540
307	75865	170450
308	76208	170420
309	76551	170387
310	76886	170338
311	77171	170173
312	77520	170148
313	77798	169967
314	78090	169815
315	78281	169443
316	78555	169254
317	78785	168966
318	79072	168803
319	79277	168465
320	79539	168246
321	79759	167941
322	79961	167596
323	80211	167353
324	80496	167184
325	80698	166842
326	80955	166614
327	81194	166350
328	81444	166107
329	81756	165990
330	81968	165670
331	82182	165355
332	82531	165311
333	82936	165375
334	83240	165238
335	83587	165185
336	84136	165526
337	84390	165284
338	84675	165104
339	84969	164939
340	85216	164684
341	85502	164504
342	85748	164247
343	85979	163960
344	86234	163720
345	86479	163460
346	86717	163188
347	86948	162903
348	87204	162665
349	87483	162469
350	87732	162217
351	88037	162069
352	88290	161824
353	88641	161759
354	88903	161528
355	89118	161214
356	89389	161001
357	89793	161026
358	90112	160898
359	90324	160577
360	90525	160238
361	90761	159960
362	90913	159537
363	91118	159207
364	91341	158909
365	91542	158573
366	91746	158243
367	91931	157881
368	92132	157549
369	92354	157252
370	92573	156951
371	92794	156652
372	93006	156341
373	93245	156073
374	93504	155841
375	93783	155640
376	94078	155467
377	94320	155203
378	94518	154871
379	94712	154530
380	94946	154257
381	95152	153937
382	95350	153607
383	95608	153371
384	95958	153284
385	96214	153046
386	96391	152682
387	96654	152455
388	96967	152305
389	97231	152079
390	97439	151766
391	97694	151525
392	97889	151193
393	98088	150867
394	98323	150596
395	98553	150319
396	98801	150069
397	98978	149711
398	99213	149442
399	99478	149217
400	99693	148918
401	99983	148731
402	100166	148385
403	100361	148057
404	100565	147743
405	100764	147424
406	100977	147123
407	101216	146863
408	101545	146732
409	101842	146553
410	102052	146250
411	102272	145961
412	102502	145688
413	102752	145442
414	103012	145210
415	103460	145242
416	103821	145151
417	104086	144924
418	104296	144621
419	104707	144595
420	105035	144455
421	105349	144293
422	105888	144439
423	106164	144222
424	106400	143953
425	106758	143848
426	107012	143602
427	107288	143385
428	107543	143141
429	107783	142875
430	108016	142602
431	108403	142529
432	108794	142463
433	109167	142370
434	109436	142141
435	109664	141858
436	109962	141668
437	110247	141459
438	110488	141194
439	110738	140940
440	111035	140745
441	111439	140686
442	111719	140468
443	111906	140135
444	112172	139900
445	112409	139629
446	112700	139425
447	113013	139248
448	113230	138953
449	113442	138651
450	113668	138367
451	113929	138126
452	114291	138007
453	114625	137853
454	114901	137629
455	115135	137354
456	115430	137152
457	115649	136860
458	115938	136650
459	116193	136400
460	116543	136262
461	116809	136024
462	117106	135823
463	117349	135559
464	117672	135386
465	118069	135299
466	118444	135184
467	118703	134936
468	118990	134720
469	119375	134614
470	119796	134548
471	120124	134377
472	120403	134149
473	120719	133962
474	120981	133716
475	121623	133888
476	121947	133707
477	122247	133499
478	122750	133513
479	123172	133436
480	123482	133237
481	123782	133027
482	124074	132809
483	124325	132545
484	124543	132247
485	124810	132000
486	125069	131747
487	125327	131491
488	125543	131191
489	125754	130887
490	125976	130594
491	126180	130283
492	126373	129962
493	126603	129678
494	126869	129432
495	127090	129140
496	127327	128864
497	127590	128615
498	127802	128315
499	127978	127978
500	128184	127672
501	128415	127391
502	128616	127082
503	128806	126761
504	129006	126451
505	129191	126127
506	129372	125799
507	129565	125485
508	129735	125147
509	129921	124827
510	130166	124562
511	130368	124257
512	130559	123942
513	130764	123641
514	130982	123352
515	131184	123049
516	131389	122749
517	131566	122422
518	131801	122151
519	131984	121831
520	132174	121519
521	132371	121213
522	132611	120947
523	132871	120699
524	133057	120385
525	133299	120121
526	133595	119906
527	133847	119651
528	134068	119369
529	134256	119057
530	134487	118784
531	134711	118505
532	134926	118218
533	135171	117958
534	135424	117705
535	135669	117444
536	135887	117162
537	136079	116856
538	136242	116526
539	136439	116226
540	136613	115906
541	136816	115612
542	137012	115312
543	137198	115004
544	137373	114687
545	137588	114405
546	137777	114100
547	137989	113816
548	138205	113534
549	138421	113254
550	138640	112976
551	138828	112672
552	139049	112395
553	139269	112119
554	139462	111821
555	139666	111532
556	139860	111235
557	140137	111004
558	140368	110737
559	140581	110456
560	140809	110187
561	141097	109965
562	141293	109671
563	141580	109449
564	141785	109162
565	141958	108851
566	142127	108537
567	142331	108252
568	142492	107933
569	142709	107658
570	142900	107363
571	143139	107104
572	143351	106825
573	143583	106561
574	143821	106303
575	144036	106027
576	144228	105734
577	144414	105437
578	144661	105185
579	144862	104900
580	145043	104601
581	145264	104330
582	145456	104040
583	145641	103744
584	145880	103487
585	146135	103242
586	146325	102951
587	146500	102650
588	146733	102389
589	146909	102089
590	147211	101877
591	147507	101660
592	147711	101380
593	147910	101096
594	148103	100809
595	148547	100693
596	148855	100483
597	149101	100231
598	149585	100139
599	149850	99900
600	150049	99616
601	150355	99404
602	150707	99222
603	150926	98952
604	151174	98700
605	151369	98415
606	151577	98138
607	151819	97883
608	152080	97641
609	152275	97356
610	152474	97074
611	152674	96793
612	152892	96524
613	153123	96263
614	153329	95986
615	153565	95728
616	153950	95563
617	154213	95322
618	154372	95017
619	154584	94745
620	154773	94459
621	155021	94209
622	155234	93938
623	155483	93688
624	155757	93454
625	156027	93217
626	156276	92968
627	156463	92682
628	156645	92393
629	156885	92138
630	157103	91871
631	157291	91587
632	157531	91333
633	157777	91083
634	158084	90867
635	158314	90607
636	158556	90354
637	158824	90116
638	159033	89845
639	159237	89571
640	159459	89307
641	159659	89031
642	159840	88744
643	160043	88471
644	160280	88216
645	160527	87967
646	160728	87692
647	160954	87431
648	161207	87186
649	161454	86937
650	161624	86646
651	161799	86359
652	161998	86084
653	162213	85819
654	162399	85538
655	162645	85289
656	162844	85016
657	163071	84757
658	163326	84513
659	163558	84257
660	163725	83968
661	163907	83687
662	164073	83398
663	164300	83140
664	164513	82875
665	164720	82607
666	164932	82342
667	165139	82075
668	165315	81792
669	165529	81529
670	165784	81286
671	166017	81032
672	166228	80767
673	166454	80510
674	166719	80272
675	167002	80042
676	167236	79789
677	167522	79560
678	167796	79326
679	168089	79100
680	168267	78821
681	168517	78575
682	168700	78298
683	168972	78063
684	169259	77834
685	169583	77622
686	169814	77368
687	170003	77094
688	170197	76823
689	170546	76622
690	170984	76460
691	171492	76329
692	171801	76108
693	172048	75859
694	172304	75615
695	172542	75363
696	172765	75104
697	172979	74842
698	173174	74571
699	173382	74306
700	173654	74069
701	173911	73825
702	174106	73555
703	174358	73309
704	174655	73082
705	174910	72837
706	175162	72592
707	175371	72328
708	175575	72062
709	175928	71858
710	176145	71597
711	176344	71330
712	176589	71081
713	176823	70828
714	177006	70555
715	177283	70319
716	177543	70076
717	177733	69806
718	177908	69530
719	178102	69261
720	178310	68999
721	178510	68733
722	178691	68461
723	178981	68230
724	179179	67964
725	179477	67736
726	179801	67518
727	180031	67264
728	180229	66998
729	180517	66766
730	180720	66503
731	180995	66266
732	181177	65995
733	181384	65733
734	181651	65493
735	181858	65231
736	182087	64978
737	182324	64727
738	182604	64492
739	182829	64237
740	183041	63978
741	183265	63723
742	183486	63467
743	183660	63194
744	183847	62927
745	184068	62672
746	184271	62410
747	184472	62148
748	184687	61891
749	184919	61639
750	185102	61372
751	185281	61103
752	185516	60853
753	185683	60581
754	185898	60324
755	186084	60058
756	186297	59802
757	186785	59633
758	187038	59389
759	187250	59131
760	187532	58896
761	187826	58664
762	188061	58414
763	188308	58168
764	188527	57913
765	188745	57658
766	189015	57419
767	189303	57185
768	189581	56948
769	190036	56764
770	190456	56568
771	190765	56339
772	191057	56106
773	191441	55898
774	191727	55662
775	191958	55410
776	192240	55173
777	192560	54946
778	192787	54693
779	193007	54438
780	193224	54182
781	193499	53942
782	193825	53716
783	194224	53510
784	194663	53315
785	195093	53117
786	195427	52892
787	195702	52650
788	196108	52444
789	196391	52205
790	196655	51960
791	196947	51723
792	197237	51485
793	197564	51257
794	197846	51017
795	198118	50774
796	198387	50530
797	198710	50300
798	199013	50064
799	199204	49801
800	199422	49544
801	199698	49302
802	199966	49057
803	200169	48797
804	200378	48538
805	200599	48283
806	200823	48028
807	201171	47803
808	201375	47543
809	201624	47294
810	201855	47041
811	202143	46801
812	202370	46547
813	202573	46288
814	202806	46035
815	202972	45768
816	203143	45502
817	203350	45244
818	203552	44985
819	203732	44721
820	203909	44457
821	204198	44218
822	204420	43964
823	204620	43705
824	204836	43450
825	205054	43195
826	205308	42948
827	205553	42699
828	205816	42454
829	206000	42192
830	206223	41939
831	206448	41686
832	206648	41428
833	206877	41176
834	207076	40919
835	207299	40666
836	207528	40414
837	207755	40162
838	207960	39906
839	208157	39649
840	208355	39391
841	208628	39148
842	208832	38892
843	209086	38646
844	209269	38386
845	209429	38123
846	209638	37868
847	209837	37612
848	210035	37356
849	210213	37096
850	210397	36838
851	210591	36581
852	210819	36331
853	211070	36084
854	211290	35832
855	211535	35585
856	211862	35351
857	212105	35103
858	212615	34899
859	212852	34650
860	213079	34399
861	213377	34160
862	213654	33917
863	213944	33676
864	214130	33419
865	214366	33169
866	214581	32917
867	214772	32661
868	214952	32403
869	215154	32149
870	215392	31900
871	215585	31645
872	215804	31394
873	216008	31140
874	216221	30888
875	216406	30632
876	216602	30378
877	216782	30122
878	216973	29867
879	217205	29618
880	217405	29365
881	217655	29119
882	217897	28872
883	218095	28618
884	218291	28365
885	218525	28117
886	218757	27868
887	218986	27619
888	219190	27368
889	219382	27114
890	219725	26880
891	219924	26627
892	220105	26373
893	220319	26122
894	220517	25870
895	220737	25621
896	220916	25367
897	221116	25115
898	221341	24867
899	221818	24646
900	222124	24406
901	222308	24153
902	222552	23906
903	222979	23679
904	223223	23432
905	223448	23183
906	223694	22936
907	223875	22683
908	224063	22431
909	224302	22183
910	224511	21933
911	224712	21682
912	224946	21435
913	225159	21185
914	225381	20937
915	225572	20685
916	225822	20439
917	226039	20190
918	226245	19941
919	226429	19689
920	226626	19439
921	226816	19188
922	227033	18939
923	227218	18688
924	227414	18438
925	227586	18187
926	227752	17935
927	227961	17686
928	228189	17439
929	228368	17189
930	228613	16943
931	228842	16696
932	229040	16447
933	229253	16199
934	229483	15953
935	229647	15702
936	229962	15461
937	230148	15212
938	230357	14964
939	230524	14714
940	230730	14466
941	230963	14220
942	231168	13973
943	231385	13726
944	231558	13476
945	231769	13229
946	232039	12986
947	232272	12740
948	232551	12497
949	232783	12251
950	232979	12004
951	233245	11760
952	233523	11516
953	233787	11272
954	234078	11029
955	234347	10785
956	234602	10541
957	234807	10294
958	235033	10048
959	235245	9801
960	235485	9556
961	235744	9312
962	235959	9065
963	236199	8820
964	236401	8574
965	236722	8331
966	236969	8086
967	237223	7842
968	237404	7594
969	237596	7348
970	237801	7102
971	238014	6856
972	238196	6609
973	238427	6364
974	238627	6118
975	238847	5873
976	239050	5627
977	239273	5382
978	239492	5137
979	239682	4891
980	239930	4646
981	240185	4402
982	240501	4159
983	240741	3914
984	241040	3670
985	241311	3426
986	241738	3183
987	242004	2939
988	242254	2694
989	242519	2449
990	242794	2204
991	243063	1960
992	243352	1715
993	243725	1471
994	244032	1226
995	244333	981
996	244560	735
997	244816	490
998	245081	245
999	245494	0
