iter	MultiClass
428	0.1046636059
429	0.1044284004
430	0.1041803838
431	0.1039433258
432	0.1037142446
433	0.1033723099
434	0.1031407267
435	0.1029148118
436	0.1025725464
437	0.1022374246
438	0.1018990883
439	0.101644149
440	0.1013158704
441	0.1010791836
442	0.1008571831
443	0.1006372264
444	0.1003973584
445	0.1001338525
446	0.09971679369
447	0.0995051074
448	0.09922285041
449	0.09898925095
450	0.09873673977
451	0.098573038
452	0.0983646539
453	0.09810275845
454	0.09788482275
455	0.09762086993
456	0.09745287021
457	0.09714624265
458	0.09693060211
459	0.09675175954
460	0.09641799119
461	0.09622849277
462	0.0960581497
463	0.09582426988
464	0.09562997017
465	0.09537499224
466	0.09523277893
467	0.095041625
468	0.09476781968
469	0.0944407613
470	0.09412107448
471	0.09384992289
472	0.09360347111
473	0.09329947604
474	0.09316014438
475	0.09300157769
476	0.09283701984
477	0.09261488573
478	0.0923839425
479	0.09215704129
480	0.09196143868
481	0.09178869873
482	0.09154480686
483	0.0913553904
484	0.09116321088
485	0.09092693774
486	0.09071168939
487	0.09050362866
488	0.09027314155
489	0.09015048168
490	0.09008681087
491	0.08982157502
492	0.0895973785
493	0.08937467
494	0.08909407699
495	0.08885729497
496	0.0885856309
497	0.08827610268
498	0.08814854456
499	0.08795542991
500	0.0876479821
501	0.0874720222
502	0.08718971798
503	0.08701631278
504	0.0868213755
505	0.08671718343
506	0.08659080639
507	0.08637763894
508	0.086314006
509	0.08610330621
510	0.0858386428
511	0.08562524682
512	0.08545850563
513	0.08527054626
514	0.0850807382
515	0.08486268993
516	0.08470026179
517	0.08452708595
518	0.08433604573
519	0.08415628026
520	0.08395988391
521	0.08374224423
522	0.08360490176
523	0.08348692719
524	0.08334965715
525	0.08316508645
526	0.08289864088
527	0.08270132192
528	0.08252339663
529	0.08233978833
530	0.08209663173
531	0.08197282058
532	0.0817671289
533	0.08169689151
534	0.08155835733
535	0.08137138442
536	0.08114945587
537	0.0810062109
538	0.08092549884
539	0.08079281199
540	0.08066120152
541	0.08050821223
542	0.08030159861
543	0.08018397591
544	0.08006514605
545	0.0799151088
546	0.07973351662
547	0.07956925814
548	0.07937793158
549	0.0792091286
550	0.07898532045
551	0.07889699989
552	0.07877813442
553	0.07865714853
554	0.07845309701
555	0.07828902317
556	0.07808311677
557	0.07789695342
558	0.07770294812
559	0.07753944653
560	0.0773533561
561	0.07718656536
562	0.07705639131
563	0.07687762785
564	0.07671941673
565	0.07662868033
566	0.07656767516
567	0.07635778593
568	0.07630339527
569	0.07619546372
570	0.07599156964
571	0.07582051187
572	0.07566399251
573	0.07552890805
574	0.07547320028
575	0.07530063581
576	0.0751603471
577	0.07498496988
578	0.07484626559
579	0.07472994862
580	0.07453601184
581	0.0743933185
582	0.07425758104
583	0.07408857059
584	0.0739114112
585	0.07372513516
586	0.07353936884
587	0.07343122341
588	0.0732446647
589	0.07310617898
590	0.07295772723
591	0.07280879014
592	0.07264775186
593	0.07251404855
594	0.07234172108
595	0.07221118684
596	0.07212027802
597	0.07194911853
598	0.07177075883
599	0.07164701003
600	0.07148174271
601	0.07132535368
602	0.07127259387
603	0.07117813473
604	0.07106677509
605	0.07098046999
606	0.07087830569
607	0.07072398139
608	0.07050711893
609	0.07037799491
610	0.07027910091
611	0.07019445788
612	0.07004778777
613	0.06987525632
614	0.0697204624
615	0.06955606395
616	0.06938708331
617	0.06924454701
618	0.06920977441
619	0.06906783294
620	0.06902889937
621	0.06891186913
622	0.06868353766
623	0.06852743095
624	0.06840957455
625	0.06831293684
626	0.06819403103
627	0.06801923684
628	0.06792350876
629	0.06781047671
630	0.06772678531
631	0.06760845301
632	0.06740675148
633	0.06727265642
634	0.06711462408
635	0.06698842749
636	0.06683730142
637	0.06669437366
638	0.06656354541
639	0.06643040881
640	0.06627031152
641	0.06614893622
642	0.06607479626
643	0.0659441736
644	0.06583522094
645	0.06571043605
646	0.06564367495
647	0.06552660328
648	0.06538523501
649	0.06523192799
650	0.06519165439
651	0.06511825708
652	0.06498659445
653	0.06487733535
654	0.06477592914
655	0.06468441612
656	0.06458219791
657	0.06449965542
658	0.06441516364
659	0.06426848696
660	0.06422834065
661	0.06418695663
662	0.0641458401
663	0.0640399363
664	0.06390481992
665	0.06376644734
666	0.06363290999
667	0.06347634324
668	0.06341247164
669	0.0633311681
670	0.06327082893
671	0.06312235037
672	0.06305537167
673	0.06294472334
674	0.06281413941
675	0.06272975706
676	0.06267238206
677	0.06254957326
678	0.06242304403
679	0.06230610306
680	0.06221067093
681	0.06205938367
682	0.06201032894
683	0.0619674515
684	0.0618360497
685	0.0617575026
686	0.06170498021
687	0.06162303018
688	0.06155318884
689	0.06144454617
690	0.06136497445
691	0.06132141424
692	0.06120818629
693	0.0611080651
694	0.06100354323
695	0.06084717156
696	0.06067245095
697	0.06055084003
698	0.06041730047
699	0.06030055125
700	0.06019657628
701	0.06013912351
702	0.06004766226
703	0.05993101907
704	0.05983457615
705	0.05970997817
706	0.05967775265
707	0.05959500186
708	0.05949026559
709	0.05937644953
710	0.05930368132
711	0.05917378525
712	0.05907816092
713	0.05902654585
714	0.05892560457
715	0.05883137901
716	0.05874931874
717	0.05869559633
718	0.05861357158
719	0.05853169417
720	0.05848112793
721	0.05834005607
722	0.05828540288
723	0.05820359914
724	0.05811898014
725	0.05800136158
726	0.05788171438
727	0.05783463292
728	0.05774208686
729	0.05759264868
730	0.05753859387
731	0.05743112635
732	0.05734948191
733	0.05731287977
734	0.05720802688
735	0.0571861852
736	0.0570946447
737	0.05699121495
738	0.05692811185
739	0.05681838645
740	0.05669340333
741	0.05656438597
742	0.05645809686
743	0.05641223596
744	0.05636668487
745	0.05623838901
746	0.05613246868
747	0.05605184915
748	0.05600322829
749	0.05592913645
750	0.05589850268
751	0.05579604256
752	0.05566077735
753	0.05560707572
754	0.05554670832
755	0.05548276948
756	0.05540899884
757	0.05533411474
758	0.0552383162
759	0.05515672895
760	0.05506563813
761	0.05497443334
762	0.05489021798
763	0.05478890285
764	0.05469955628
765	0.05465051985
766	0.05458579435
767	0.05455483884
768	0.05449284278
769	0.05440134549
770	0.05428122195
771	0.05422486462
772	0.05414762399
773	0.05399087314
774	0.05394936435
775	0.05386846993
776	0.05375889342
777	0.05367116763
778	0.05361098425
779	0.05355548437
780	0.05351885605
781	0.05343146741
782	0.05339548151
783	0.0532668896
784	0.05321179165
785	0.05315330353
786	0.05310734734
787	0.05297731568
788	0.05289102683
789	0.05283013308
790	0.0527878946
791	0.05273455589
792	0.05267147917
793	0.05258970358
794	0.05253020047
795	0.05246202654
796	0.05241884246
797	0.05235216263
798	0.05225348504
799	0.05220731258
800	0.05210860189
801	0.05208194575
802	0.0519864934
803	0.0519018845
804	0.05179529686
805	0.05172281291
806	0.05168625721
807	0.05161756197
808	0.05152880344
809	0.05146085661
810	0.05139888357
811	0.05130116892
812	0.05124343947
813	0.05119916606
814	0.0511290237
815	0.05109606659
816	0.05104886157
817	0.05092440023
818	0.05087622131
819	0.05083095803
820	0.0508152669
821	0.0507616327
822	0.05067038886
823	0.05058125726
824	0.05052935762
825	0.05043359163
826	0.05039763806
827	0.05028933543
828	0.0502631628
829	0.05023977315
830	0.05018349521
831	0.05007221178
832	0.05002913977
833	0.04992391139
834	0.04989557628
835	0.0498580423
836	0.04981075169
837	0.04972549281
838	0.04968709016
839	0.04963962206
840	0.04954028569
841	0.04944642615
842	0.0493859281
843	0.04931309461
844	0.04927823293
845	0.04926215339
846	0.04912331925
847	0.0490811476
848	0.0489898883
849	0.04892674064
850	0.04889395173
851	0.04886873833
852	0.04883029756
853	0.04872181252
854	0.04865991331
855	0.04863288734
856	0.048547926
857	0.04849292108
858	0.04846284889
859	0.04842942473
860	0.04840138551
861	0.04831764273
862	0.0482643029
863	0.04819830196
864	0.04813889169
865	0.04807565715
866	0.04799366645
867	0.04793219177
868	0.04789662401
869	0.04784577412
870	0.04778107539
871	0.04770086971
872	0.04760450338
873	0.04754447348
874	0.04744952877
875	0.047373257
876	0.04730832482
877	0.04726459307
878	0.04720297684
879	0.04712229392
880	0.04710212577
881	0.04702228361
882	0.04697938683
883	0.04694622238
884	0.04692367995
885	0.04684828188
886	0.04681301071
887	0.04668317445
888	0.04662531575
889	0.04657753774
890	0.04652732036
891	0.04648829587
892	0.04646491231
893	0.04640650932
894	0.04633838439
895	0.04632142654
896	0.04630504465
897	0.04623909503
898	0.04614546698
899	0.04606894297
900	0.04602218511
901	0.04597760614
902	0.045886455
903	0.04586279047
904	0.04578935717
905	0.04572157904
906	0.04562298876
907	0.04560728591
908	0.0455407355
909	0.04546143273
910	0.04542967551
911	0.0453094658
912	0.0452672032
913	0.04523869131
914	0.04518433404
915	0.0451658804
916	0.04513395686
917	0.04507081573
918	0.04505685672
919	0.04502972397
920	0.04494657948
921	0.04486455605
922	0.04482993597
923	0.04477292912
924	0.04471872521
925	0.04470032174
926	0.04468101329
927	0.0446107997
928	0.04456218621
929	0.04452272213
930	0.04448901778
931	0.04445321807
932	0.04442163358
933	0.04434706276
934	0.0442940421
935	0.04426235083
936	0.04422399048
937	0.04416086172
938	0.04409410478
939	0.04407646542
940	0.0440609003
941	0.04400446602
942	0.0439524405
943	0.04389309235
944	0.04387850537
945	0.04383679543
946	0.04376432203
947	0.04373974892
948	0.0436976166
949	0.04365100427
950	0.04359546016
951	0.04355487985
952	0.04350669182
953	0.0434593677
954	0.0433864941
955	0.04334590706
956	0.04330932996
957	0.04326284125
958	0.04322786073
959	0.04320129959
960	0.0431753133
961	0.04311476766
962	0.04306481286
963	0.04301057255
964	0.04297738113
965	0.04292306867
966	0.04287488449
967	0.04282442432
968	0.04280438047
969	0.04276346113
970	0.04271473763
971	0.04267347815
972	0.04262750059
973	0.04260133215
974	0.04257805935
975	0.04255053883
976	0.04251318916
977	0.04248344731
978	0.04241899711
979	0.04238525223
980	0.04231088421
981	0.04226352938
982	0.04223492929
983	0.04215861153
984	0.0420840691
985	0.04201485419
986	0.04197170602
987	0.04190726872
988	0.04188989763
989	0.04185981362
990	0.04179403599
991	0.04175495303
992	0.04171664401
993	0.04162036479
994	0.04156315303
995	0.04154058847
996	0.04152062775
997	0.04151077372
998	0.04148640506
999	0.04142006235
